Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update
Michal Pyskaty,326609579,16.019,,64,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 bramkarz (90'),Polska,30.05.2023
Miroslaw Wolej,319598570,17.063,,196,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,1,2,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,28.05.2023 napastnik (90'),Polska,30.05.2023
Pawel Janyst,317150983,17.048,Q,190,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,2.5,-1,-1,3.5,5,-1.0,2.0,-1.0,-1.0,3.0,-1.0,09.04.2023 skrzydlowy (90'),Polska,30.05.2023
Stanislaw Gall,323277063,17.034,,125,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,-1,4.5,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,02.04.2023 napastnik (35'),Polska,30.05.2023
Bohdan Fedorowski,318403935,17.034,,183,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,6,6.5,-1,-1,5.5,-1.0,6.0,6.5,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Damian Luzynski,318859880,17.004,Q,163,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,4.5,5,-1,5,-1,-1.0,-1.0,5.0,-1.0,5.0,-1.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
Edward Alberski,327390703,15.070,,63,WC 38,2,Friendly,09/05/2025,91,2,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,26.05.2023 napastnik (90'),Polska,30.05.2023
Edward Subczynski,308800085,18.080,,365,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,-1,4.5,4.5,4.5,-1,4.5,-1.0,-1.0,-1.0,3.5,-1.0,4.5,19.05.2023 pomocnik (90'),Polska,30.05.2023
Gustaw Mytkowski,313942734,17.103,,246,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,6,-1,-1,-1,-1,-1,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 bramkarz (90'),Polska,30.05.2023
Henryk Balon,323823737,17.057,,106,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,3.5,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Ireneusz Borys,317963369,18.100,,219,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,4.5,5,-1,4.5,6.5,-1.0,4.5,5.0,-1.0,4.5,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Jaroslaw Neska,319599036,16.098,,191,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,2,3,3,2.5,4,5,-1.0,3.0,-1.0,-1.0,4.0,-1.0,16.05.2023 bramkarz (29'),Polska,30.05.2023
J. Lysio,475938391,19.037,,-2,WC 36,9,Continental Championship  Matchday 7,22/03/2024,87,7,-1,-1,-1,4,5,7,-1.0,-1.0,-1.0,4.0,5.0,7.0,-----,Polska,05.05.2023
Michal Chlebicz,326586164,16.048,Q,66,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,-1,3,-1,8,-1.0,-1.0,-1.0,3.0,-1.0,6.5,26.05.2023 napastnik (90'),Polska,30.05.2023
Rafal Wierzbinski,322171560,16.111,,135,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,5.5,5.5,-1,6,-1.0,-1.0,-1.0,5.5,-1.0,6.0,26.05.2023 napastnik (90'),Polska,30.05.2023
Stanislaw Jarzabski,321251694,17.048,Q,120,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,3,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Stefan Koscilianczuk,317986471,17.039,,89,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,4.5,4.5,-1,-1,5.5,-1.0,4.5,4.5,-1.0,-1.0,5.5,26.05.2023 stoper (90'),Polska,30.05.2023
T. Mandrela,476304624,18.044,U,-2,WC 36,26,World Cup - Round II  Matchday 1,05/07/2024,88,6,-1,3,3,4.5,4,7,-1.0,-1.0,-1.0,4.5,-1.0,7.0,-----,Polska,05.05.2023
Wladyslaw Hatka,322025994,16.049,U,145,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,4,-1,-1,5.5,-1,-1.0,4.0,-1.0,-1.0,5.5,-1.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
Adam Ziebura,327509039,15.108,U,47,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,2.5,3,-1,-1,5.5,-1.0,2.5,3.0,-1.0,-1.0,5.5,28.05.2023 boczny_obronca (90'),Polska,30.05.2023
Blazej Masiewicz,324915770,16.046,,86,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,2,-1,3.5,-1,-1,-1.0,2.0,-1.0,3.5,-1.0,-1.0,30.04.2023 stoper (90'),Polska,30.05.2023
Cezary Czukot,320049277,16.085,P,167,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,2.5,-1,5,5,4.5,-1.0,-1.0,-1.0,5.0,5.0,-1.0,07.05.2023 pomocnik (90'),Polska,30.05.2023
Igor Ciuraj,324043352,16.056,,70,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,2,-1,-1,6.5,-1.0,-1.0,2.0,-1.0,-1.0,6.5,28.05.2023 napastnik (90'),Polska,30.05.2023
Karol Plaski,320629789,17.024,,176,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,2.5,-1,-1,-1,6,-1.0,2.5,-1.0,-1.0,-1.0,6.0,28.05.2023 napastnik (90'),Polska,30.05.2023
Leslaw Naworski,320315347,17.069,,98,WC 37,2,Friendly,27/09/2024,89,2,2,4,-1,5.5,5,4.5,2.0,-1.0,-1.0,5.5,5.0,4.5,02.05.2023 bramkarz (90'),Polska,30.05.2023
Marcin Zdamowski,312098248,18.004,,300,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,4.5,5,4,5,4.5,-1.0,4.5,5.0,4.0,5.0,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Przemyslaw Koska,322504618,16.048,Q,131,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,5,-1,5,-1,-1.0,-1.0,4.5,-1.0,5.0,-1.0,14.05.2023 skrzydlowy (90'),Polska,30.05.2023
Przemyslaw Maciejewski,313988527,17.107,,205,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,4.5,4.5,4,4.5,5,-1.0,4.5,4.5,4.0,4.5,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Radoslaw Kapelan,322743872,17.040,,60,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,4.5,-1,2.5,-1,-1,-1,4.5,-1.0,2.5,-1.0,-1.0,-1.0,28.05.2023 bramkarz (90'),Polska,30.05.2023
Ryszard Petruk,320862036,17.032,,127,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,5,5,-1,5,4,-1.0,5.0,-1.0,-1.0,5.0,4.0,27.04.2023 stoper (90'),Polska,30.05.2023
Stanislaw Kukawski,318929939,17.034,P,190,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,2.5,2.5,4.5,-1,5,-1.0,2.5,-1.0,4.5,-1.0,5.0,21.05.2023 pomocnik (90'),Polska,30.05.2023
Waldemar Maron,322935772,16.096,P,111,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,4,-1,4.5,-1,4,-1.0,4.0,-1.0,4.5,-1.0,4.0,23.05.2023 stoper (90'),Polska,30.05.2023
Wiktor Dziura,314878611,18.044,U,246,WC 36,26,World Cup - Round II  Matchday 1,05/07/2024,88,6,-1,5,5.5,3.5,5,6,-1.0,5.0,5.5,-1.0,5.0,6.0,28.05.2023 stoper (90'),Polska,30.05.2023
Andrzej Kosc,311031580,18.089,,331,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,-1,2.5,3.5,5,5.5,3,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,28.04.2023 pomocnik (90'),Polska,30.05.2023
Andrzej Tkaczynski,326996802,15.086,,44,WC 38,,Final,,,,4,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 bramkarz (90'),Polska,30.05.2023
Ariel Manka,317731617,17.089,Q,183,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,4,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.03.2023 bramkarz (90'),Polska,30.05.2023
Borymyr Yasinskyi,324514337,17.028,T,107,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,6,6.5,6,6,-1,-1.0,-1.0,6.5,6.0,6.0,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Dariusz Figzal,316836551,17.077,,100,WC 37,1,Friendly,20/09/2024,89,1,-1,5,6,5.5,6.5,-1,-1.0,-1.0,6.0,5.5,6.5,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Fritz Uwe Legat,319598401,16.091,U,142,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,6.5,6,5.5,-1,-1,-1.0,6.5,6.0,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Harald Lenik,318589144,17.084,Q,163,WC 37,,Final,,,,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,14.04.2023 bramkarz (90'),Polska,30.05.2023
Jedrzej Dzikiewicz,323731382,17.059,T,121,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,26.05.2023 napastnik (90'),Polska,30.05.2023
Kamil Cienciala,310240693,18.063,P,254,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,4.5,-1,5.5,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,26.05.2023 napastnik (90'),Polska,30.05.2023
Maciej Babinski,325345937,17.006,,93,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,4,-1,5,-1,-1.0,-1.0,4.0,-1.0,5.0,-1.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
Marcin Socik,316426005,18.064,T,247,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,4.5,5.5,-1,6.5,-1,-1.0,4.5,5.0,-1.0,-1.0,-1.0,05.05.2023 stoper (90'),Polska,30.05.2023
Piotr Cyrnek,317130254,17.075,Q,231,WC 37,1,Friendly,20/09/2024,89,1,-1,3.5,3.5,4.5,-1,5.5,-1.0,3.5,3.5,-1.0,-1.0,-1.0,12.05.2023 boczny_obronca (90'),Polska,30.05.2023
Przeclaw Kwiatek,318014690,17.006,U,149,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,3,3.5,4.5,4,-1,-1.0,3.0,3.5,4.5,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Albert Wichniewicz,316639469,17.071,,184,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,-1,4.5,-1,5,-1.0,-1.0,-1.0,4.5,-1.0,5.0,25.05.2023 pomocnik (90'),Polska,30.05.2023
Andrzej Derewicz,319219331,17.080,H,128,WC 37,1,Friendly,20/09/2024,89,1,-1,5.5,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,25.05.2023 stoper (90'),Polska,30.05.2023
Bogdan Otto,317201265,17.018,P,226,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,3.5,-1,4,-1,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,14.04.2023 boczny_obronca (90'),Polska,30.05.2023
Edmund Gnyp,324498105,16.025,,86,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,3,-1,5,-1.0,-1.0,-1.0,3.0,-1.0,4.5,25.05.2023 pomocnik (90'),Polska,30.05.2023
Edward Kalwinski,320082002,16.082,,100,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,4.5,5,-1,-1,-1,-1.0,4.5,5.0,-1.0,-1.0,-1.0,02.03.2023 boczny_obronca (90'),Polska,30.05.2023
F. Zalewski,476326517,17.044,,-2,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,6,-1,-1,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-----,Polska,05.05.2023
Karol Dobron,325882835,17.056,,79,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,5.5,-1,5.5,3.5,-1.0,-1.0,5.5,-1.0,5.5,3.5,25.05.2023 boczny_obronca (90'),Polska,30.05.2023
Marcin Kroma,313280805,19.010,,254,WC 36,13,Continental Championship - Quarterfinals,19/04/2024,87,11,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,18.05.2023 pomocnik (90'),Polska,30.05.2023
Pawel Szulga,327353882,16.030,U,44,WC 37,30,World Cup - Round II  Matchday 5,28/02/2025,90,8,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,25.05.2023 skrzydlowy (90'),Polska,30.05.2023
Przemyslaw Staniucha,323245004,17.083,Q,121,WC 37,,Final,,,,-1,-1,-1,-1,5,6.5,-1.0,-1.0,-1.0,-1.0,5.0,6.5,25.05.2023 napastnik (90'),Polska,30.05.2023
Robert Jachimowicz,327389953,17.012,,58,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,5.5,-1,-1,-1,-1,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,25.05.2023 bramkarz (90'),Polska,30.05.2023
Stanislaw Zasadzki,318859073,18.032,,163,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,-1,5,-1,-1,6,-1,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,25.05.2023 skrzydlowy (90'),Polska,30.05.2023
Teofil Niedzielski,323730484,16.073,,65,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Wladyslaw Bonalski,321795093,16.053,,149,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,2.5,-1,5,-1,-1,-1,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,25.05.2023 boczny_obronca (90'),Polska,30.05.2023
Zbigniew Olichwier,327802248,17.027,,51,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,-1,-1,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,25.05.2023 napastnik (90'),Polska,30.05.2023
Zdzislaw Dmitrzak,319231091,17.098,,142,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,1.5,4,-1,-1,-1,-1,1.5,4.0,-1.0,-1.0,-1.0,-1.0,30.03.2023 bramkarz (90'),Polska,30.05.2023
Adam Frydryk,324505367,17.019,,67,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,1.5,-1,2.5,-1,-1,-1,1.5,-1.0,2.5,-1.0,-1.0,-1.0,26.05.2023 bramkarz (90'),Polska,30.05.2023
Arkadiusz Cieslak,324915579,16.048,R,44,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,3.5,-1,-1,4.5,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,26.05.2023 boczny_obronca (90'),Polska,30.05.2023
Arkadiusz Wiktor,323731155,17.063,,106,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,-1,6,-1,-1,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Boguslaw Kamecki,323556391,17.055,,121,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,3.5,3.5,-1,-1,-1,-1.0,3.5,3.5,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Ferdynand Mieszczak,319226309,17.082,T,135,WC 37,,Final,,,,-1,5,-1,3.5,-1,5.5,-1.0,4.5,-1.0,3.5,-1.0,-1.0,26.05.2023 napastnik (46'),Polska,30.05.2023
Igor Tabis,317840768,17.102,,149,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,2,-1,-1,5.5,-1,6.5,2.0,-1.0,-1.0,5.5,-1.0,5.0,26.05.2023 napastnik (90'),Polska,30.05.2023
Ireneusz Ruta,323652286,17.054,U,114,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,-1,-1,2.5,-1,7.5,-1.0,-1.0,-1.0,2.5,-1.0,5.5,26.05.2023 pomocnik (90'),Polska,30.05.2023
J. Cieslikiewicz,476530999,17.103,P,-2,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,5.5,5.5,-1,-1,-1,-1.0,5.5,5.5,-1.0,-1.0,-1.0,-----,Polska,16.05.2023
J. Cieslinski,476676817,17.105,,-1,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,-1,-1,-1,-1,8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-----,Polska,30.05.2023
Jozef Perzyna,318002783,18.039,Q,170,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,4.5,4.5,-1,-1,-1,-1.0,4.5,4.5,-1.0,-1.0,-1.0,14.04.2023 boczny_obronca (90'),Polska,30.05.2023
Kajetan Fraszczak,322468668,16.097,,64,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,4,-1,-1,-1,-1,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Marian Babista,325363931,16.058,H,58,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,4,-1,3,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Olgierd Debiec,319504030,17.027,,156,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,4,-1,-1,5,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,26.05.2023 napastnik (44'),Polska,30.05.2023
Rafal Krawczuk,324139069,17.021,,100,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,-1,-1,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 napastnik (46'),Polska,30.05.2023
Waclaw Sieron,319634407,18.007,,177,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,-1,2,-1,-1,1.5,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,26.05.2023 boczny_obronca (90'),Polska,30.05.2023
Bernard Jedra,321795090,16.103,U,86,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,-1,3,5,-1,-1.0,-1.0,-1.0,3.0,5.0,-1.0,27.05.2023 pomocnik (90'),Polska,30.05.2023
D. Garbos,476499887,17.068,Q,-2,WC 37,2,Friendly,27/09/2024,89,2,-1,4.5,5,-1,-1,-1,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-----,Polska,16.05.2023
Dominik Walkuski,322002963,16.064,Q,121,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,4,5.5,-1,3.5,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,27.05.2023 pomocnik (90'),Polska,30.05.2023
Eugeniusz Gryczynski,325580093,16.068,,93,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,5,-1,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,27.05.2023 stoper (90'),Polska,30.05.2023
Piotr Milkowski,322841703,16.041,,128,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,5,4.5,4,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,27.05.2023 stoper (90'),Polska,30.05.2023
Radomir Lapa,328202125,15.082,,50,WC 38,,Final,,,,-1,-1,4.5,4.5,5.5,-1,-1.0,-1.0,4.5,4.5,5.5,-1.0,27.05.2023 skrzydlowy (90'),Polska,30.05.2023
Wladyslaw Srebro,324113799,17.023,,114,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,5,4,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,27.05.2023 stoper (90'),Polska,30.05.2023
Zbigniew Czaplewski,326792220,17.005,U,44,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,1.5,-1,3.5,-1,-1,5,1.5,-1.0,3.5,-1.0,-1.0,5.0,27.05.2023 bramkarz (90'),Polska,30.05.2023
Zbigniew Kamykowski,327797326,16.068,,53,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,4,4.5,4,-1,-1.0,-1.0,4.0,4.5,4.0,-1.0,27.05.2023 boczny_obronca (90'),Polska,30.05.2023
Zbigniew Malanowski,324999840,17.004,,100,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,-1,4,5,7,-1.0,-1.0,-1.0,-1.0,5.0,7.0,27.05.2023 napastnik (90'),Polska,30.05.2023
Andrzej Kaluzny,326533176,15.109,,66,WC 37,36,World Cup - Round IV  Matchday 2,31/03/2025,90,13,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
August Szopa,319627477,18.031,,193,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,-1,-1,4,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Czeslaw Wolski,324086167,16.014,,117,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,4.5,-1,6.5,7,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 skrzydlowy (73'),Polska,30.05.2023
Eugeniusz Laski,318589508,17.047,,128,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 bramkarz (90'),Polska,30.05.2023
Henryk Swirski,319295094,17.008,,171,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,-1,-1,4,5,6,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,26.05.2023 skrzydlowy (17'),Polska,30.05.2023
Henryk Zwierzchowski,322241540,16.063,,105,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.02.2023 pomocnik (15'),Polska,30.05.2023
Ireneusz Znyk,320489820,16.098,H,122,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,3,-1,7,5.5,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.04.2023 pomocnik (15'),Polska,30.05.2023
Jerzy Ludera,319725364,17.095,,111,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,-1,-1,6,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,26.05.2023 napastnik (90'),Polska,30.05.2023
Maciej Rolewicz,318139484,17.111,,157,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,4,-1,-1,-1,-1,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Maciej Trelinski,320036974,17.094,,146,WC 36,40,World Cup - Round V  Matchday 3,06/09/2024,88,15,-1,3.5,-1,-1,-1,8.5,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Michal Kon,317629829,17.083,,178,WC 37,,Final,,,,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,26.05.2023 pomocnik (90'),Polska,30.05.2023
Piotr Balut,320354836,17.031,,149,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,3,-1,-1,-1,-1,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Robert Domachowski,318906999,17.053,,86,WC 37,6,Continental Championship  Matchday 4,14/10/2024,89,5,-1,2,-1,-1,-1,-1,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,10.03.2023 stoper (90'),Polska,30.05.2023
Slawomir Tomczak,327390413,15.071,,58,WC 38,2,Friendly,09/05/2025,91,2,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Waclaw Zajm,321525881,17.085,Q,137,WC 37,,Final,,,,-1,-1,-1,-1,6.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,01.04.2023 napastnik (15'),Polska,30.05.2023
Waldemar Kolosinski,317989524,17.061,,186,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,-1,-1,-1,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,26.05.2023 napastnik (90'),Polska,30.05.2023
Wilhelm Zagacki,323963094,16.017,,96,WC 37,32,World Cup - Round III  Matchday 1,14/03/2025,90,10,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
Aleksander Zaradzki,148211074,47.085,,3351,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Antoni Nasierowski,137210727,49.048,Q,3724,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Boguslaw Indyka,137779039,49.066,,3737,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Bonifacy Jastalski,150884449,48.014,Q,3474,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Cezary Skomorowski,149236768,47.073,,3558,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Hubert Marlega,158862743,46.006,,3340,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Juliusz Gidzinski,144723530,48.016,,3634,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Michal Fryszkowski,150943401,48.044,,3487,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
