Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update
Zygmunt Lepka,320037391,17.058,,128,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,4,5.5,5,5,5,-1.0,4.0,4.5,5.0,5.0,4.5,28.05.2023 boczny_obronca (17'),Polska,30.05.2023
Adrian Zwierzchowski,316380945,18.072,,226,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,-1,4,4.5,5,5,-1.0,-1.0,4.0,-1.0,5.0,5.0,24.04.2023 boczny_obronca (90'),Polska,30.05.2023
Cyryl Kazubski,319908502,17.103,H,177,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,4.5,5,6,5.5,-1,-1.0,-1.0,5.0,5.5,5.5,-1.0,29.05.2023 pomocnik (90'),Polska,30.05.2023
Jeff Leitl,315574966,18.033,,184,WC 36,29,World Cup - Round II  Matchday 4,15/07/2024,88,8,-1,4.5,4.5,-1,-1,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,29.05.2023 boczny_obronca (90'),Polska,30.05.2023
Karol Kulikowski,311434813,18.047,H,287,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,-1,5.5,5.5,4,-1.0,-1.0,-1.0,5.5,5.5,-1.0,29.05.2023 skrzydlowy (90'),Polska,30.05.2023
Marcin Niewielak,325416714,16.091,T,58,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,5.5,6,6,-1,-1,-1.0,5.5,6.0,6.0,-1.0,-1.0,29.05.2023 stoper (90'),Polska,30.05.2023
Pankracy Buczkowski,320366550,16.085,,92,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,29.05.2023 pomocnik (90'),Polska,30.05.2023
Pawel Szalkowski,308320771,18.069,H,254,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,-1,-1,5,6,6,-1.0,-1.0,-1.0,-1.0,6.0,6.0,29.05.2023 skrzydlowy (90'),Polska,30.05.2023
Ryszard Preidl,322606026,17.027,,121,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,6,-1,-1,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,29.05.2023 pomocnik (90'),Polska,30.05.2023
S. Gas,476701622,19.004,,-1,WC 36,14,Continental Championship - Semifinals,22/04/2024,87,12,-1,6.5,6,5,5,3,-1.0,6.5,-1.0,-1.0,-1.0,-1.0,-----,Polska,30.05.2023
Tomasz Mroczkowski,315540699,18.106,P,268,WC 36,16,World Cup - Round I  Matchday 1,03/05/2024,87,13,-1,-1,-1,-1,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,29.05.2023 napastnik (90'),Polska,30.05.2023
Waldemar Mandel,321979969,17.037,P,107,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,5.5,-1,-1,1,-1,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,29.05.2023 bramkarz (90'),Polska,30.05.2023
Zenon Wolodziak,319814956,18.017,H,170,WC 36,32,World Cup - Round III  Matchday 1,02/08/2024,88,10,-1,-1,-1,3.5,3.5,5.5,-1.0,-1.0,-1.0,-1.0,3.5,5.5,15.05.2023 napastnik (90'),Polska,30.05.2023
Boguslaw Miedlar,323420925,17.080,,117,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,-1,5,5,-1,-1.0,-1.0,-1.0,5.0,5.0,-1.0,24.05.2023 skrzydlowy (90'),Polska,30.05.2023
Feliks Sabak,317151179,17.072,,165,WC 37,2,Friendly,27/09/2024,89,2,1.5,-1,4,4.5,4.5,-1,1.5,-1.0,4.0,4.5,-1.0,-1.0,24.05.2023 bramkarz (90'),Polska,30.05.2023
Jozef Lorkiewicz,322332196,17.071,,92,WC 37,2,Friendly,27/09/2024,89,2,-1,2,2.5,-1,-1,5,-1.0,2.0,2.5,-1.0,-1.0,5.0,24.05.2023 stoper (90'),Polska,30.05.2023
Marek Sommer,320411255,17.072,,134,WC 37,2,Friendly,27/09/2024,89,2,-1,3,-1,-1,4.5,-1,-1.0,3.0,-1.0,-1.0,4.5,-1.0,24.05.2023 stoper (90'),Polska,30.05.2023
Mieczyslaw Uracz,310676063,18.017,T,281,WC 36,32,World Cup - Round III  Matchday 1,02/08/2024,88,10,-1,2,-1,4,4.5,3.5,-1.0,-1.0,-1.0,4.0,4.5,3.5,24.05.2023 napastnik (90'),Polska,30.05.2023
Patryk Wichlacz,324873448,16.023,,52,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,24.05.2023 pomocnik (90'),Polska,30.05.2023
Piotr Lepich,327052204,16.016,,70,WC 37,32,World Cup - Round III  Matchday 1,14/03/2025,90,10,3.5,-1,-1,0.5,-1,-1,3.5,-1.0,-1.0,0.5,-1.0,-1.0,24.05.2023 pomocnik (90'),Polska,30.05.2023
Przemyslaw Slodki,323008234,17.002,P,84,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,4,-1,4,-1,-1.0,-1.0,4.0,-1.0,4.0,-1.0,24.05.2023 boczny_obronca (90'),Polska,30.05.2023
Rafal Wajszczuk,319793292,18.018,,190,WC 36,31,World Cup - Round II  Matchday 6,26/07/2024,88,9,-1,4,-1,3,4.5,-1,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,24.05.2023 stoper (90'),Polska,30.05.2023
Witold Tynski,325086625,17.003,,99,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,2.5,-1,4,-1,-1,-1.0,2.5,-1.0,4.0,-1.0,-1.0,24.05.2023 pomocnik (90'),Polska,30.05.2023
Zdzislaw Daciuk,318819759,17.035,,173,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,3.5,2.5,2.5,-1,-1,-1,3.5,2.5,2.5,-1.0,-1.0,-1.0,24.05.2023 boczny_obronca (90'),Polska,30.05.2023
Arkadiusz Machulski,323056496,16.049,,120,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,1.5,-1,-1,4.5,5,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.05.2023 pomocnik (35'),Polska,30.05.2023
A. Sawicki,476632264,18.110,H,-1,WC 36,15,Continental Championship - Finals,26/04/2024,87,12,-1,7,6.5,5,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,-----,Polska,30.05.2023
Artur Grelowski,320689039,16.102,T,154,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,2,5.5,5.5,5.5,-1,7,-1.0,4.5,-1.0,-1.0,-1.0,7.0,27.05.2023 boczny_obronca (40'),Polska,30.05.2023
Damian Jasek,325733778,15.094,,65,WC 37,40,World Cup - Round V  Matchday 3,18/04/2025,90,15,-1,3,-1,6,-1,-1,-1.0,3.0,-1.0,6.0,-1.0,-1.0,27.05.2023 pomocnik (90'),Polska,30.05.2023
Dawid Wirkowski,307880902,18.087,,388,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,-1,-1,4.5,-1,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,27.05.2023 napastnik (90'),Polska,30.05.2023
Ernest Wirski,316055375,18.097,,240,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,2.5,4,6,-1,-1,-1,2.5,-1.0,6.0,-1.0,-1.0,-1.0,27.05.2023 boczny_obronca (90'),Polska,30.05.2023
F. Klose,476534242,18.107,T,-2,WC 36,16,World Cup - Round I  Matchday 1,03/05/2024,87,13,-1,7.5,6.5,6.5,-1,5,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,-----,Polska,16.05.2023
Jozef Draminski,322529418,17.085,H,107,WC 37,,Final,,,,-1,4,6.5,-1,-1,-1,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,27.05.2023 boczny_obronca (50'),Polska,30.05.2023
Lukasz Sapota,323358113,17.058,U,126,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,-1,-1,-1,7,-1,5,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,27.05.2023 pomocnik (60'),Polska,30.05.2023
Marcin Strzemieczny,326018861,17.025,,79,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,-1,-1,8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,06.05.2023 napastnik (25'),Polska,30.05.2023
Michal Gniewek,312916181,18.105,,282,WC 36,17,World Cup - Round I  Matchday 2,06/05/2024,87,14,-1,-1,-1,-1,-1,9,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,27.05.2023 napastnik (90'),Polska,30.05.2023
Piotr Liszka,320490192,17.057,,92,WC 37,5,Continental Championship  Matchday 3,11/10/2024,89,4,5,-1,-1,-1,-1,-1,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.05.2023 bramkarz (90'),Polska,30.05.2023
Piotr Patrzykont,312247332,18.027,T,283,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,5.5,6,-1,7,-1,-1.0,-1.0,-1.0,-1.0,5.5,-1.0,27.05.2023 skrzydlowy (65'),Polska,30.05.2023
Roman Patyciak,316818541,18.012,,219,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,-1,-1,7,7,-1,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,27.05.2023 pomocnik (90'),Polska,30.05.2023
Slawomir Krewki,326982647,15.108,,46,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,-1,-1,6.5,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.05.2023 pomocnik (30'),Polska,30.05.2023
Stanislaw Jachacz,326118263,16.011,P,72,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,6.5,6.5,-1,-1,5.5,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,27.05.2023 stoper (90'),Polska,30.05.2023
Stefan Bonczak,325343322,15.111,,84,WC 37,36,World Cup - Round IV  Matchday 2,31/03/2025,90,13,-1,-1,-1,-1,6,-1,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,27.05.2023 skrzydlowy (90'),Polska,30.05.2023
Tadeusz Dzwoniarski,328610965,16.050,T,44,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,-1,5,6,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.05.2023 skrzydlowy (25'),Polska,30.05.2023
Zbigniew Kapias,322876833,16.106,Q,141,WC 37,16,World Cup - Round I  Matchday 1,13/12/2024,89,13,-1,-1,-1,5.5,6.5,6,-1.0,-1.0,-1.0,5.5,6.5,-1.0,23.05.2023 skrzydlowy (90'),Polska,30.05.2023
Abel Orczykowski,310499266,18.096,T,344,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,3.5,-1,3,-1,-1,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,23.05.2023 stoper (90'),Polska,30.05.2023
Albin Pryczkowski,325507470,16.014,,64,WC 37,33,World Cup - Round III  Matchday 2,17/03/2025,90,11,-1,-1,-1,-1,-1,4,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,18.04.2023 napastnik (90'),Polska,30.05.2023
Bonifacy Szczech,317963707,18.088,H,207,WC 36,19,World Cup - Round I  Matchday 4,17/05/2024,87,15,-1,-1,-1,5.5,4.5,3.5,-1.0,-1.0,-1.0,5.5,4.5,3.5,23.05.2023 napastnik (90'),Polska,30.05.2023
Cezary Wiechnik,312247273,18.013,,253,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,2.5,-1,1,1.5,1,-1.0,2.5,-1.0,-1.0,-1.0,1.0,23.05.2023 stoper (90'),Polska,30.05.2023
Cyprian Figat,320432916,16.104,T,183,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,-1,-1,4.5,4,6,-1.0,-1.0,-1.0,4.5,4.0,-1.0,11.04.2023 pomocnik (90'),Polska,30.05.2023
Dariusz Dzierza,323149913,16.045,U,51,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,-1,-1,-1,4,-1,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,16.05.2023 skrzydlowy (90'),Polska,30.05.2023
Hieronim Kret,314317302,18.012,P,246,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,-1,-1,4,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,17.04.2023 napastnik (90'),Polska,30.05.2023
Jan Czubachowski,308968338,18.095,,366,WC 36,18,World Cup - Round I  Matchday 3,10/05/2024,87,14,-1,4.5,4,5,4.5,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,23.05.2023 stoper (90'),Polska,30.05.2023
Jurgen Ulewicz,310004573,18.082,,351,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,1.5,-1,-1,3,4.5,-1,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,23.05.2023 bramkarz (90'),Polska,30.05.2023
Konrad Pawlas,320629805,17.037,,161,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,4,-1,5.5,-1,6,-1.0,4.0,-1.0,5.5,-1.0,6.0,23.05.2023 pomocnik (90'),Polska,30.05.2023
Krzysztof Gralec,316332222,17.035,,204,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,-1,4.5,-1,4,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,23.05.2023 napastnik (90'),Polska,30.05.2023
Robert Synal,326644214,16.082,T,44,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,-1,5,-1,-1,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,23.05.2023 pomocnik (90'),Polska,30.05.2023
Sylweriusz Tychowski,315572045,17.104,,239,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,-1,-1,4.5,-1,-1,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,25.10.2022 pomocnik (90'),Polska,30.05.2023
Zenon Pyzulak,323690640,16.077,T,111,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,2.5,4,-1,-1.0,-1.0,-1.0,2.5,4.0,-1.0,04.04.2023 skrzydlowy (90'),Polska,30.05.2023
Adam Myrcik,317198496,17.027,,114,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,4.5,5,4,-1,-1,-1.0,4.5,5.0,4.0,-1.0,-1.0,26.05.2023 stoper (90'),Polska,30.05.2023
Damian Fiuk,315596845,18.026,,219,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,2,2.5,3,4,5,-1.0,1.5,2.5,3.0,-1.0,-1.0,19.05.2023 stoper (90'),Polska,30.05.2023
Dariusz Zira,320608753,18.001,,142,WC 36,35,World Cup - Round IV  Matchday 1,16/08/2024,88,12,5,-1,-1,-1,1.5,1,4.0,-1.0,-1.0,-1.0,1.5,1.0,12.05.2023 skrzydlowy (90'),Polska,30.05.2023
Franciszek Szczepara,309166922,18.074,U,285,WC 36,21,World Cup - Round I  Matchday 6,31/05/2024,88,1,1,3.5,3,4.5,3.5,-1,1.0,3.5,3.0,4.5,-1.0,-1.0,19.05.2023 pomocnik (90'),Polska,30.05.2023
Janusz Pewny,319708418,17.011,,133,WC 37,12,Continental Championship  Matchday 10,22/11/2024,89,10,-1,-1,-1,3.5,3.5,5.5,-1.0,-1.0,-1.0,3.5,3.5,5.5,26.05.2023 pomocnik (90'),Polska,30.05.2023
Jaroslaw Miech,324498553,16.050,,72,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,-1,2.5,-1,6,-1.0,-1.0,-1.0,2.5,-1.0,6.0,26.05.2023 napastnik (90'),Polska,30.05.2023
K. Komoder,476333971,17.041,P,-2,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,-----,Polska,05.05.2023
Krzysztof Bolewski,313518050,17.096,T,226,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,2.5,2.5,-1,3,4,-1.0,2.5,2.5,-1.0,-1.0,3.5,12.05.2023 boczny_obronca (90'),Polska,30.05.2023
Kuba Boczniowicz,322894561,17.048,H,99,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,-1,-1,6,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,26.05.2023 napastnik (90'),Polska,30.05.2023
Mieczyslaw Gaik,319264951,18.051,,169,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,5.5,-1,6,-1,4,-1.0,5.5,-1.0,6.0,-1.0,4.0,19.05.2023 stoper (90'),Polska,30.05.2023
Patryk Marzeda,322964984,17.075,,121,WC 37,1,Friendly,20/09/2024,89,1,4.5,-1,-1,-1,-1,0.5,4.5,-1.0,-1.0,-1.0,-1.0,0.5,12.05.2023 napastnik (90'),Polska,30.05.2023
Przemyslaw Zielinski,325760798,16.052,,64,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,1.5,-1,-1,-1,-1,5.5,1.5,-1.0,-1.0,-1.0,-1.0,5.5,26.05.2023 bramkarz (90'),Polska,30.05.2023
Ricco Dulske,325364449,16.077,,85,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,-1,-1,-1,-1,5,-1,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,26.05.2023 skrzydlowy (90'),Polska,30.05.2023
S. Nisiewicz,476590414,18.000,,-1,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,-1,4.5,5.5,5,4,-1.0,-1.0,4.5,5.5,5.0,4.0,-----,Polska,30.05.2023
Szymon Salwin,327569462,16.068,,46,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,-1,-1,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,26.05.2023 napastnik (90'),Polska,30.05.2023
T. Boltuc,476712850,17.008,,-1,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,4,4,5.5,5.5,5.5,-1.0,4.0,4.0,5.5,5.5,-1.0,-----,Polska,30.05.2023
Arkadiusz Dzik,325000772,16.092,,79,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Czeslaw Krzynowek,319226529,17.024,H,114,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,5,4.5,-1,-1.0,-1.0,-1.0,4.5,4.5,-1.0,28.05.2023 skrzydlowy (90'),Polska,30.05.2023
Gustaw Zieleniak,317302616,18.037,,219,WC 36,28,World Cup - Round II  Matchday 3,12/07/2024,88,7,-1,-1,4,5,5.5,6,-1.0,-1.0,4.0,5.0,-1.0,6.0,05.05.2023 boczny_obronca (90'),Polska,30.05.2023
Jakub Clapinski,326248491,15.093,,51,WC 37,40,World Cup - Round V  Matchday 3,18/04/2025,90,15,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Jan Kowarski,322580816,17.049,,86,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Jerzy Robert,323691159,16.067,,72,WC 37,22,World Cup - Round I  Matchday 7,17/01/2025,90,2,-1,-1,4.5,4,4.5,-1,-1.0,-1.0,4.5,4.0,4.5,-1.0,28.05.2023 boczny_obronca (90'),Polska,30.05.2023
Konrad Aleksiejczuk,318678205,16.103,,170,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,-1,3.5,-1,5.5,6,5.5,-1.0,3.5,-1.0,4.5,-1.0,5.5,28.05.2023 napastnik (90'),Polska,30.05.2023
Kornel Radosz,314779261,18.082,,261,WC 36,20,World Cup - Round I  Matchday 5,24/05/2024,87,16,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,30.05.2023
Maksymilian Tryka,323782353,16.097,,100,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,-1,-1,3.5,3,5,-1,-1.0,-1.0,3.5,-1.0,5.0,-1.0,28.05.2023 skrzydlowy (90'),Polska,30.05.2023
Marcel Linowski,316389903,18.012,T,142,WC 36,33,World Cup - Round III  Matchday 2,05/08/2024,88,11,-1,5,-1,-1,-1,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 stoper (90'),Polska,30.05.2023
Mateusz Naploszek,323277707,16.042,,128,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,-1,4.5,5.5,6.5,7,-1.0,-1.0,4.5,5.5,6.5,7.0,28.05.2023 napastnik (90'),Polska,30.05.2023
Pawel Chuchla,321861762,17.018,H,121,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,6,5.5,-1,-1.0,-1.0,-1.0,6.0,5.5,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Pawel Ryl,321216150,17.040,Q,107,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,4.5,4,4.5,-1,-1.0,-1.0,-1.0,4.0,4.5,-1.0,28.05.2023 pomocnik (90'),Polska,30.05.2023
Przemyslaw Kolaczynski,317580334,17.027,,149,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,2.5,4.5,4.5,4.5,-1,5,2.5,-1.0,4.5,4.5,-1.0,5.0,12.05.2023 boczny_obronca (90'),Polska,30.05.2023
Sebastian Rachwal,318813265,17.033,,184,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,4,4.5,5,-1,-1,-1.0,4.0,4.5,-1.0,-1.0,-1.0,28.05.2023 boczny_obronca (90'),Polska,30.05.2023
W. Moszko,476544235,17.025,U,-2,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,-----,Polska,16.05.2023
Wojciech Kiezun,312790872,18.026,,205,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,28.05.2023 bramkarz (90'),Polska,30.05.2023
Daniel Byra,316761296,17.068,T,198,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,-1,3,4,6.5,-1.0,-1.0,-1.0,3.0,-1.0,6.0,30.05.2023 pomocnik (90'),Polska,30.05.2023
Dezyderiusz Gruszfeld,317612067,17.044,,182,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,3.5,-1,4,5,5.5,-1.0,-1.0,-1.0,-1.0,5.0,5.5,30.05.2023 skrzydlowy (90'),Polska,30.05.2023
Edward Mejer,314446916,18.009,P,282,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,0.5,-1,-1,5,5.5,4.5,0.5,-1.0,-1.0,5.0,-1.0,-1.0,30.05.2023 pomocnik (90'),Polska,30.05.2023
Henryk Korpus,325000735,17.003,H,100,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,1.5,-1,-1,3.5,-1,-1.0,1.5,-1.0,-1.0,3.5,-1.0,30.05.2023 skrzydlowy (90'),Polska,30.05.2023
Jedrzej Nakonieczna,318813693,16.110,H,188,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,2.5,4.5,-1,4,-1,-1,2.5,4.5,-1.0,-1.0,-1.0,-1.0,30.05.2023 bramkarz (90'),Polska,30.05.2023
Jedrzej Zwirski,316741509,18.039,,233,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,-1,-1,4.5,5.5,-1,5,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,23.05.2023 pomocnik (90'),Polska,30.05.2023
Kajetan Holik,325364291,15.106,P,93,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,5.5,-1,-1,-1,-1,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,30.05.2023 stoper (90'),Polska,30.05.2023
Stanislaw Barwa,326196231,16.022,H,47,WC 37,31,World Cup - Round II  Matchday 6,07/03/2025,90,9,-1,5,5,-1,-1,-1,-1.0,5.0,5.0,-1.0,-1.0,-1.0,30.05.2023 stoper (90'),Polska,30.05.2023
Szymon Pytko,322473000,16.065,,128,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,3.5,-1,-1,6,-1.0,-1.0,3.5,-1.0,-1.0,6.0,30.05.2023 napastnik (90'),Polska,30.05.2023
Z. Zakowski,475946527,17.065,T,-2,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,6,5.5,6,-1,5.5,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-----,Polska,05.05.2023
F. Kudera,475983148,18.048,U,-2,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,-1,-1,6.5,-1,-1,-1.0,-1.0,-1.0,6.5,-1.0,-1.0,-----,Polska,05.05.2023
Florian Pielak,321838484,17.108,,148,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,-1,5,4.5,-1,-1,-1.0,-1.0,5.0,4.5,-1.0,-1.0,21.05.2023 pomocnik (90'),Polska,30.05.2023
Henryk Sygula,318589430,17.063,,72,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,3.5,-1,-1,-1,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,21.05.2023 boczny_obronca (90'),Polska,30.05.2023
Hubert Tafelski,306029977,19.025,,394,WC 36,10,Continental Championship  Matchday 8,29/03/2024,87,8,-1,3.5,4,-1,4,6.5,-1.0,3.5,4.0,-1.0,-1.0,6.0,29.04.2023 boczny_obronca (90'),Polska,30.05.2023
Jacek Twardowski,314832566,19.009,,253,WC 36,13,Continental Championship - Quarterfinals,19/04/2024,87,11,-1,4.5,4,6,-1,-1,-1.0,4.5,4.0,-1.0,-1.0,-1.0,20.05.2023 stoper (90'),Polska,30.05.2023
Jedrzej Buch,318403566,17.007,,155,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,3,-1,-1,5,4.5,-1.0,3.0,-1.0,-1.0,5.0,-1.0,27.05.2023 skrzydlowy (90'),Polska,30.05.2023
Konrad Stani,324919220,16.064,H,93,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,-1,-1,-1,-1,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,27.05.2023 napastnik (90'),Polska,30.05.2023
Lech Niezurawski,324505198,16.048,,44,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,21.05.2023 napastnik (90'),Polska,30.05.2023
Leszek Opara,327527208,16.046,,57,WC 37,25,World Cup - Round I  Matchday 10,07/02/2025,90,5,-1,4.5,4.5,-1,-1,-1,-1.0,4.5,4.5,-1.0,-1.0,-1.0,27.05.2023 stoper (90'),Polska,30.05.2023
