Player,Player ID,Age,Speciality,Days in Academy,WC X,Stage N,Description,Last Match Date,Season,Week,B_GK,B_CD,B_WB,B_IM,B_W,B_F,L_GK,L_CD,L_WB,L_IM,L_W,L_F,Last Match Details,Country,Last update
"Maurycy Juchniewicz,312873619,18.034,U,262,WC 36,36,World Cup - Round IV  Matchday 2,19/08/2024,88,13,-1,-1,3.5,-1,-1,5.5,-1.0,-1.0,3.5,-1.0,-1.0,4.5,31.03.2023 napastnik (90'),Polska,05.07.2023"
"Radoslaw Podstawek,317995614,18.043,P,248,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,1.5,-1,-1,4,-1,-1,1.5,-1.0,-1.0,4.0,-1.0,-1.0,30.06.2023 pomocnik (90'),Polska,05.07.2023"
"Roland Charyton,321291532,17.056,,178,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,-1,-1,-1,4,3,-1.0,-1.0,-1.0,-1.0,4.0,3.0,12.05.2023 napastnik (90'),Polska,05.07.2023"
"Slawomir Badzinski,312791431,18.046,,192,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,-1,-1,3,-1,4.5,4,-1.0,-1.0,3.0,-1.0,4.5,4.0,02.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Tomasz Kwasniok,311720037,18.109,,325,WC 36,22,World Cup - Round I  Matchday 7,07/06/2024,88,2,-1,-1,-1,7,-1,-1,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,30.06.2023 pomocnik (90'),Polska,05.07.2023"
"Tomasz Polaski,315780900,17.101,,206,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,-1,-1,4,-1,4,-1.0,-1.0,-1.0,4.0,-1.0,4.0,30.06.2023 pomocnik (90'),Polska,05.07.2023"
"Dariusz Matela,320629909,17.044,Q,162,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,-1,2.5,-1,3.5,3,3,-1.0,2.5,-1.0,3.5,3.0,3.0,01.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Ferdynand Grzybczyk,323731581,16.099,U,103,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,2,-1,3.5,3.5,5.5,-1.0,2.0,-1.0,3.5,3.5,5.5,01.07.2023 pomocnik (90'),Polska,05.07.2023"
"Florian Grymula,318429360,17.066,,149,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,2.5,2.5,3,3,-1,-1.0,2.5,2.5,3.0,3.0,-1.0,01.07.2023 stoper (90'),Polska,05.07.2023"
"Jakub Kass,320044377,17.033,,175,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,4,4.5,4,5,6,-1.0,4.0,4.5,4.0,5.0,6.0,01.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Kamil Jedrzejczak,316800131,18.015,,156,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,-1,2,2,3,2.5,3,-1.0,2.0,2.0,3.0,2.5,3.0,01.07.2023 stoper (90'),Polska,05.07.2023"
"Kasper Sienniak,477602929,18.044,,-1,WC 36,34,World Cup - Round III  Matchday 3,09/08/2024,88,11,1.5,3.5,4.5,-1,4.5,-1,1.5,3.5,4.5,-1.0,4.5,-1.0,-----,Polska,05.07.2023"
"Przemyslaw Zugaj,324949360,16.078,,139,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,4,-1,3.5,4.5,3.5,-1.0,4.0,-1.0,3.5,4.5,3.5,01.07.2023 pomocnik (90'),Polska,05.07.2023"
"Serhii Khomutynnyk,315957405,18.013,Q,238,WC 36,41,World Cup - Semifinals,09/09/2024,88,16,1,2.5,3.5,2.5,3.5,4,1.0,2.5,3.5,2.5,-1.0,4.0,01.07.2023 bramkarz (90'),Polska,05.07.2023"
"Tadek Skwara,316332350,17.068,,127,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,1,1,0.5,0.5,1,-1.0,1.0,1.0,0.5,0.5,1.0,01.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Czcibor Ginalski,322792621,16.097,,161,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,5,-1,-1,6,-1,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,15.05.2023 stoper (90'),Polska,05.07.2023"
"Jan Kochanowicz,322053550,17.038,,108,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,-1,-1,6,-1,-1.0,-1.0,-1.0,-1.0,4.5,-1.0,15.05.2023 skrzydlowy (60'),Polska,05.07.2023"
"Antoni Mikulski,292930708,22.029,P,645,WC 36,,Final,,,,-1,-1,-1,4.5,4,3.5,-1.0,-1.0,-1.0,4.5,-1.0,-1.0,30.06.2022 pomocnik (90'),Polska,05.07.2023"
"Bogdan Wysoczanski,313982238,18.062,,331,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Cyryl Wojtowicz,291379058,21.076,,624,WC 36,,Final,,,,-1,3,3.5,4.5,5,3,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,01.09.2022 bramkarz (0'),Polska,05.07.2023"
"Dominik Wawryka,291341682,22.055,,634,WC 36,,Final,,,,-1,3.5,4,5,5,4.5,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,02.06.2022 stoper (90'),Polska,05.07.2023"
"Florian Fuks,290196620,22.031,,710,WC 36,,Final,,,,-1,2.5,3,5,4.5,4.5,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,30.06.2022 boczny_obronca (90'),Polska,05.07.2023"
"Fryderyk Rula,290122090,23.008,T,715,WC 36,,Final,,,,-1,2,2.5,5,4.5,6.5,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,31.03.2022 boczny_obronca (90'),Polska,05.07.2023"
"Krzysztof Korba,293011118,22.031,H,603,WC 36,,Final,,,,-1,-1,-1,6,5,5,-1.0,-1.0,-1.0,6.0,5.0,-1.0,30.06.2022 pomocnik (90'),Polska,05.07.2023"
"Marcin Korbel,291910177,21.060,,702,WC 36,,Final,,,,-1,-1,2.5,1,1.5,1.5,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,01.09.2022 boczny_obronca (0'),Polska,05.07.2023"
"Przemyslaw Sobotka,311887791,19.088,,318,WC 36,7,Continental Championship  Matchday 5,08/03/2024,87,5,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Slawomir Szklarczyk,312728513,18.025,,279,WC 36,38,World Cup - Round V  Matchday 1,30/08/2024,88,14,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Stanislaw Halaburda,310240604,18.063,,337,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Tomasz Kordulak,310666537,18.100,,340,WC 36,23,World Cup - Round I  Matchday 8,14/06/2024,88,3,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Walery Bryksy,287097841,22.025,Q,769,WC 36,,Final,,,,1.5,2.5,3,3.5,3,4.5,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,30.06.2022 bramkarz (90'),Polska,05.07.2023"
"Zdzislaw Olow,290249107,21.093,Q,654,WC 36,,Final,,,,-1,5,4,4,4,5,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,21.07.2022 bramkarz (0'),Polska,05.07.2023"
"Adrian Nazarczuk,324492729,17.102,,135,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,-1,-1,3.5,-1,-1,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,01.03.2023 pomocnik (90'),Polska,05.07.2023"
"Andrzej Kulmaczewski,319598988,17.037,U,157,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,-1,3,-1,4.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,02.07.2023 napastnik (90'),Polska,05.07.2023"
"Andrzej Sysak,316726903,17.105,,255,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,2.5,6,-1,5,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Doman Gawenda,319041612,17.044,,229,WC 37,13,Continental Championship - Quarterfinals,29/11/2024,89,11,2,5,-1,-1,5.5,-1,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,02.07.2023 stoper (90'),Polska,05.07.2023"
"Edward Grebski,309250486,19.089,,319,WC 36,6,Continental Championship  Matchday 4,04/03/2024,87,5,1.5,-1,-1,-1,-1,7.5,1.0,-1.0,-1.0,-1.0,-1.0,7.5,02.04.2023 bramkarz (90'),Polska,05.07.2023"
"Edward Porabka,322007242,16.099,,171,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,4.5,-1,5.5,5.5,-1,-1.0,4.5,-1.0,-1.0,-1.0,-1.0,02.07.2023 stoper (90'),Polska,05.07.2023"
"Gustaw Danilczyk,302570438,20.002,,500,WC 36,1,Friendly,09/02/2024,87,1,2,-1,-1,4,-1,5.5,2.0,-1.0,-1.0,4.0,-1.0,-1.0,12.03.2023 bramkarz (90'),Polska,05.07.2023"
"Marceli Nietubyc,316384081,18.075,,193,WC 36,27,World Cup - Round II  Matchday 2,08/07/2024,88,7,2,5.5,6,-1,-1,-1,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,02.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Marcin Kozubek,325119960,16.032,S,128,WC 37,37,World Cup - Round IV  Matchday 3,04/04/2025,90,13,-1,-1,-1,-1,-1,7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,02.07.2023 napastnik (90'),Polska,05.07.2023"
"Orest Kubaj,321432756,17.027,,163,WC 37,17,World Cup - Round I  Matchday 2,16/12/2024,89,14,1,3.5,3.5,4,4.5,-1,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,02.07.2023 stoper (90'),Polska,05.07.2023"
"Przemyslaw Centkowski,322648460,16.080,,143,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,-1,-1,-1,-1,5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,01.03.2023 napastnik (90'),Polska,05.07.2023"
"Tomasz Haligowski,315287030,18.088,,304,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,5,5,-1,-1,-1,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,02.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Wojciech Kostyszyn,314989680,18.066,,290,WC 36,30,World Cup - Round II  Matchday 5,19/07/2024,88,8,1.5,-1,-1,5.5,5.5,-1,1.5,-1.0,-1.0,5.5,-1.0,-1.0,02.07.2023 bramkarz (90'),Polska,05.07.2023"
"Bartosz Zapart,269778480,25.024,,993,WC 36,,Final,,,,5,2.5,-1,-1,-1,-1,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,01.08.2021 bramkarz (90'),Polska,05.07.2023"
"Benedykt Sendlak,266427766,25.034,H,1120,WC 36,,Final,,,,-1,-1,3,4,4.5,7,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,25.07.2021 napastnik (90'),Polska,05.07.2023"
"Jakub Kowalewicz,277661870,24.014,,930,WC 36,,Final,,,,-1,-1,-1,-1,6,4,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,15.08.2021 skrzydlowy (90'),Polska,05.07.2023"
"Jan Tarsa,279712987,23.030,P,839,WC 36,,Final,,,,-1,3,-1,-1,-1,-1,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,15.08.2021 stoper (90'),Polska,05.07.2023"
"Jaroslaw Szarzynski,272095246,25.062,P,1023,WC 36,,Final,,,,-1,5.5,5,4.5,-1,-1,-1.0,5.5,-1.0,4.5,-1.0,-1.0,27.06.2021 pomocnik (90'),Polska,05.07.2023"
"Konrad Segiet,280088281,24.018,R,906,WC 36,,Final,,,,-1,-1,4.5,4.5,-1,4,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,15.08.2021 boczny_obronca (90'),Polska,05.07.2023"
"Krzysztof Grabarek,275417597,24.014,,975,WC 36,,Final,,,,3.5,1.5,1.5,2,-1,-1,-1.0,-1.0,1.5,2.0,-1.0,-1.0,15.08.2021 pomocnik (90'),Polska,05.07.2023"
"Lukasz Ksiazczyk,276735727,23.093,,969,WC 36,,Final,,,,-1,-1,-1,-1,5.5,5,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,15.08.2021 skrzydlowy (90'),Polska,05.07.2023"
"Maciej Trzpil,277088874,24.044,,940,WC 36,,Final,,,,-1,-1,5,4,4,4.5,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,15.08.2021 pomocnik (90'),Polska,05.07.2023"
"Marcin Hrynczuk,288274263,22.082,,757,WC 36,,Final,,,,-1,-1,4.5,-1,-1,-1,-1.0,-1.0,4.5,-1.0,-1.0,-1.0,15.08.2021 boczny_obronca (90'),Polska,05.07.2023"
"Mateusz Rutowicz,277661918,24.034,,870,WC 36,,Final,,,,2,3.5,-1,-1,-1,-1,2.0,3.5,-1.0,-1.0,-1.0,-1.0,15.08.2021 bramkarz (90'),Polska,05.07.2023"
"Myslibor Pochopien,280376566,23.050,,856,WC 36,,Final,,,,-1,2.5,-1,-1,-1,-1,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,15.08.2021 stoper (90'),Polska,05.07.2023"
"Przemyslaw Kowalski,276836271,25.040,,954,WC 36,,Final,,,,-1,-1,-1,5.5,-1,-1,-1.0,-1.0,-1.0,5.5,-1.0,-1.0,18.07.2021 pomocnik (90'),Polska,05.07.2023"
"Przemyslaw Sieczko,268888342,25.056,,1002,WC 36,,Final,,,,-1,3.5,4.5,-1,5.5,-1,-1.0,3.5,4.5,-1.0,-1.0,-1.0,04.07.2021 boczny_obronca (90'),Polska,05.07.2023"
"Robert Machulec,281863903,23.068,,877,WC 36,,Final,,,,-1,3.5,3.5,-1,-1,3.5,-1.0,3.5,3.5,-1.0,-1.0,3.5,15.08.2021 stoper (90'),Polska,05.07.2023"
"Tomasz Grzegorowski,264378748,25.083,,1057,WC 36,,Final,,,,-1,4,5,-1,5.5,4.5,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,06.06.2021 stoper (90'),Polska,05.07.2023"
"Tomasz Kopytek,275061523,24.023,,959,WC 36,,Final,,,,-1,4,-1,4.5,4,6,-1.0,-1.0,-1.0,4.5,-1.0,6.0,15.08.2021 napastnik (90'),Polska,05.07.2023"
"Ernest Kozica,311412335,18.081,,374,WC 36,26,World Cup - Round II  Matchday 1,05/07/2024,88,6,-1,2,2,3,-1,2,-1.0,2.0,-1.0,3.0,-1.0,-1.0,16.06.2023 stoper (32'),Polska,05.07.2023"
"Henryk Przytula,323271882,17.080,,143,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,5,6,-1,-1,-1,-1.0,5.0,6.0,-1.0,-1.0,-1.0,30.06.2023 stoper (90'),Polska,05.07.2023"
"Janusz Sojka,321245008,16.096,,194,WC 37,23,World Cup - Round I  Matchday 8,24/01/2025,90,3,-1,4,5,3.5,5,4,-1.0,-1.0,5.0,-1.0,5.0,4.0,30.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Kajetan Zizys,311412346,18.083,,374,WC 36,25,World Cup - Round I  Matchday 10,28/06/2024,88,5,-1,2.5,3,-1,3.5,3.5,-1.0,2.5,-1.0,-1.0,3.5,-1.0,16.06.2023 stoper (90'),Polska,05.07.2023"
"Piotr Bijata,323269027,17.074,,150,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,-1,4,-1,-1,6,-1.0,-1.0,4.0,-1.0,-1.0,6.0,30.06.2023 napastnik (90'),Polska,05.07.2023"
"Tomasz Kubala,314510761,17.098,H,255,WC 37,4,Continental Championship  Matchday 2,07/10/2024,89,4,-1,-1,4,5,5.5,6,-1.0,-1.0,-1.0,5.0,-1.0,6.0,23.06.2023 pomocnik (90'),Polska,05.07.2023"
"Tomasz Radomyski,321725243,17.043,P,122,WC 37,14,Continental Championship - Semifinals,02/12/2024,89,12,-1,-1,3.5,3,-1,7,-1.0,-1.0,-1.0,3.0,-1.0,7.0,30.06.2023 napastnik (90'),Polska,05.07.2023"
"Wlodzimierz Kolberg,318449585,17.086,,246,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,4,-1,-1,-1,-1,-1,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.06.2023 bramkarz (90'),Polska,05.07.2023"
"Bohdan Banczyk,324930598,17.014,,101,WC 37,19,World Cup - Round I  Matchday 4,27/12/2024,89,15,1,2.5,3,-1,-1,3.5,1.0,2.5,3.0,-1.0,-1.0,3.5,02.07.2023 napastnik (90'),Polska,05.07.2023"
"Dmytro Hapon,322241749,17.000,,169,WC 37,21,World Cup - Round I  Matchday 6,10/01/2025,90,1,2,4.5,4,6,4.5,3.5,2.0,4.5,4.0,6.0,4.5,-1.0,25.06.2023 skrzydlowy (90'),Polska,05.07.2023"
"Henryk Kaczorek,325604922,16.073,,110,WC 37,28,World Cup - Round II  Matchday 3,21/02/2025,90,7,1.5,2.5,-1,-1,-1,3.5,1.5,2.5,-1.0,-1.0,-1.0,3.5,18.06.2023 stoper (90'),Polska,05.07.2023"
"Jakub Zmitrowicz,477589710,18.028,P,-1,WC 36,37,World Cup - Round IV  Matchday 3,23/08/2024,88,13,-1,4,5,5.5,5.5,4,-1.0,-1.0,5.0,5.5,5.5,-1.0,-----,Polska,05.07.2023"
"Juliusz Wysota,319639690,18.011,H,191,WC 37,,Final,,,,-1,-1,3,4,3.5,4,-1.0,-1.0,3.0,4.0,3.5,4.0,02.07.2023 pomocnik (90'),Polska,05.07.2023"
"Maciej Topolski,320007695,17.103,,220,WC 37,2,Friendly,27/09/2024,89,2,-1,3,-1,4.5,4.5,3.5,-1.0,3.0,-1.0,4.5,4.5,3.5,11.06.2023 napastnik (90'),Polska,05.07.2023"
"Marceli Wyszynski,322504247,17.111,P,164,WC 37,1,Friendly,20/09/2024,89,1,-1,4,5,5,5.5,5,-1.0,4.0,5.0,5.0,5.5,5.0,02.07.2023 napastnik (90'),Polska,05.07.2023"
"Marek Kulagowski,318269977,17.100,H,157,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,2,2.5,-1,3.5,4.5,-1.0,2.0,2.5,-1.0,3.5,-1.0,02.07.2023 stoper (90'),Polska,05.07.2023"
"Patryk Turalski,322150823,17.069,P,87,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,1.5,-1,3,4,3.5,-1,1.5,-1.0,3.0,4.0,3.5,-1.0,02.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Slawek Ryczek,477667773,17.059,U,-1,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,3,4.5,5,-1,5,6.5,2.5,4.5,5.0,-1.0,5.0,6.5,-----,Polska,05.07.2023"
"Teofil Wlodarski,325289322,16.072,,130,WC 37,28,World Cup - Round II  Matchday 3,21/02/2025,90,7,-1,3.5,4,4.5,5,6,-1.0,3.5,4.0,4.5,5.0,6.0,25.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Witold Burzynski,322649111,17.020,Q,124,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,1,2.5,3,3.5,4,4,1.0,2.5,3.0,3.5,4.0,4.0,02.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Wladyslaw Chacinski,317227848,18.020,,199,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,4.5,-1,5,-1,4,-1.0,4.5,-1.0,5.0,-1.0,4.0,25.06.2023 pomocnik (90'),Polska,05.07.2023"
"August Mars,318878907,17.081,P,222,WC 37,8,Continental Championship  Matchday 6,25/10/2024,89,6,-1,-1,4,4.5,4,4.5,-1.0,-1.0,4.0,4.5,4.0,4.5,03.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Bartlomiej Bork,314042415,17.107,P,325,WC 37,2,Friendly,27/09/2024,89,2,1.5,3,3.5,3.5,3.5,4.5,1.5,2.5,3.5,-1.0,-1.0,-1.0,03.07.2023 bramkarz (90'),Polska,05.07.2023"
"Boleslaw Wojda,320821174,17.108,Q,142,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,-1,-1,4,5,-1.0,-1.0,-1.0,-1.0,4.0,5.0,03.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Heniek Wojdylo,320821066,17.009,H,171,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,-1,-1,5,4,4,-1.0,-1.0,-1.0,5.0,4.0,4.0,03.07.2023 pomocnik (90'),Polska,05.07.2023"
"Henryk Wolszon,321838153,16.089,,104,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,03.07.2023 napastnik (90'),Polska,05.07.2023"
"Lech Woda,316800218,17.100,,276,WC 37,3,Continental Championship  Matchday 1,04/10/2024,89,3,-1,3.5,4.5,3,4,4,-1.0,3.5,4.5,3.0,4.0,-1.0,03.07.2023 boczny_obronca (90'),Polska,05.07.2023"
"Mateusz Niejaki,318201631,17.074,,188,WC 37,9,Continental Championship  Matchday 7,01/11/2024,89,7,-1,3.5,4.5,3,4.5,5.5,-1.0,3.5,4.5,3.0,4.5,-1.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Miroslaw Szymczyk,326152341,16.043,,94,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Przemyslaw Dziekanski,324661901,16.091,,126,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,-1,-1,-1,-1,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,03.07.2023 napastnik (90'),Polska,05.07.2023"
"Roderyk Warczak,319451363,17.108,,152,WC 37,2,Friendly,27/09/2024,89,2,-1,-1,-1,3,3.5,4,-1.0,-1.0,-1.0,3.0,3.5,4.0,03.07.2023 skrzydlowy (90'),Polska,05.07.2023"
"Ryszard Piskulak,318222991,17.039,,248,WC 37,15,Continental Championship - Finals,06/12/2024,89,12,-1,3,4,3,4,4,-1.0,3.0,4.0,3.0,4.0,-1.0,03.07.2023 stoper (90'),Polska,05.07.2023"
"Stanislaw Swiderski,319771331,18.000,T,177,WC 37,1,Friendly,20/09/2024,89,1,-1,-1,-1,4.5,4,3.5,-1.0,-1.0,-1.0,4.5,4.0,3.5,03.07.2023 pomocnik (90'),Polska,05.07.2023"
"Bronislaw Mirinow,297093309,21.005,,600,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Iwo Kotyla,256307172,27.075,,1213,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Karol Poplonski,266257170,25.055,,1025,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Marcin Kociak,276274792,24.054,,955,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Marian Krysa,299313517,20.026,,496,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Piotr Lorenz,257101960,26.090,,1276,WC 36,,Final,,,,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Przemyslaw Zander,309131763,20.000,,348,WC 36,1,Friendly,09/02/2024,87,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,--------,Polska,05.07.2023"
"Bernard Pietranek,326019882,16.016,,78,WC 37,40,World Cup - Round V  Matchday 3,18/04/2025,90,15,4.5,-1,-1,-1,-1,-1,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,28.06.2023 bramkarz (90'),Polska,05.07.2023"
"Bogusz Worwa,325191111,16.046,,106,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,4,4.5,-1,3.5,-1,-1.0,4.0,4.5,-1.0,3.5,-1.0,28.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Bronislaw Marc,320718250,17.061,H,189,WC 37,10,Continental Championship  Matchday 8,08/11/2024,89,8,-1,-1,5,7,5,-1,-1.0,-1.0,4.5,6.0,-1.0,-1.0,28.06.2023 pomocnik (74'),Polska,05.07.2023"
"Kamil Krzesicki,326707806,16.043,,91,WC 37,34,World Cup - Round III  Matchday 3,21/03/2025,90,11,-1,3,-1,3,3.5,5,-1.0,3.0,-1.0,3.0,3.5,5.0,28.06.2023 napastnik (90'),Polska,05.07.2023"
"Krzysztof Cisek,317326503,18.021,,208,WC 36,39,World Cup - Round V  Matchday 2,02/09/2024,88,15,-1,-1,3.5,2.5,4,6,-1.0,-1.0,3.5,-1.0,4.0,6.0,21.06.2023 napastnik (90'),Polska,05.07.2023"
"Maciej Kordalewski,323420491,16.081,U,134,WC 37,26,World Cup - Round II  Matchday 1,14/02/2025,90,6,-1,-1,-1,4.5,4.5,2.5,-1.0,-1.0,-1.0,4.5,4.5,2.5,28.06.2023 pomocnik (90'),Polska,05.07.2023"
"Marcin Kacik,316640500,17.106,,257,WC 37,2,Friendly,27/09/2024,89,2,-1,4,-1,3,4.5,-1,-1.0,4.0,-1.0,3.0,4.5,-1.0,21.06.2023 stoper (90'),Polska,05.07.2023"
"Patryk Kedziorny,322472771,16.078,,153,WC 37,27,World Cup - Round II  Matchday 2,17/02/2025,90,7,-1,4.5,5.5,3,-1,6.5,-1.0,4.5,5.5,3.0,-1.0,6.5,28.06.2023 boczny_obronca (90'),Polska,05.07.2023"
"Piotr Jarubas,321526607,16.093,U,126,WC 37,24,World Cup - Round I  Matchday 9,31/01/2025,90,4,-1,3.5,-1,4,4.5,3.5,-1.0,3.5,-1.0,-1.0,4.5,3.5,28.06.2023 pomocnik (16'),Polska,05.07.2023"
"Slawomir Jankowski,317938661,17.055,U,197,WC 37,11,Continental Championship  Matchday 9,15/11/2024,89,9,-1,2,3,3.5,4.5,-1,-1.0,-1.0,3.0,-1.0,4.5,-1.0,17.05.2023 skrzydlowy (90'),Polska,05.07.2023"
"Wiktor Slezak,322503571,17.025,,175,WC 37,18,World Cup - Round I  Matchday 3,20/12/2024,89,14,4,-1,2.5,-1,-1,-1,4.0,-1.0,2.5,-1.0,-1.0,-1.0,18.04.2023 boczny_obronca (90'),Polska,05.07.2023"
"Zbigniew Zientek,315978074,17.082,H,246,WC 37,7,Continental Championship  Matchday 5,18/10/2024,89,5,-1,3.5,-1,4.5,4,5,-1.0,3.5,-1.0,4.5,-1.0,5.0,28.06.2023 pomocnik (90'),Polska,05.07.2023"
"Adrian Podkanski,320451175,17.010,,129,WC 37,20,World Cup - Round I  Matchday 5,03/01/2025,89,16,-1,2.5,-1,-1,5,-1,-1.0,2.5,-1.0,-1.0,5.0,-1.0,02.07.2023 skrzydlowy (90'),Polska,05.07.2023"
